Content ID,Content Type,Category,Reaction Type,Datetime,Sentiment,Score,Month,,,Category,Category Totals,,,Top 5 Categories:,,,,,,Unique Categories,Frequency,,,,Month,No of posts,,,,,,,,,,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,want,2/13/21 7:54,positive,70,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,interested,7/14/20 5:28,positive,30,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,8/23/20 10:30,neutral,20,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,5/10/21 9:27,negative,12,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,hate,3/15/21 3:59,negative,5,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,dislike,6/25/20 17:01,negative,10,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,intrigued,9/13/20 0:11,positive,45,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,8/20/20 18:17,neutral,35,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,scared,2/11/21 4:53,negative,15,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,3/8/21 10:40,negative,5,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,disgust,3/28/21 21:15,negative,0,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,5/25/21 1:00,negative,5,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,3/15/21 12:17,positive,50,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,5/5/21 16:26,positive,65,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,heart,6/16/21 3:02,positive,60,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,indifferent,7/7/20 10:52,neutral,20,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,8/20/20 7:59,neutral,35,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,9/23/20 11:15,positive,65,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,3/24/21 5:56,positive,50,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,12/7/20 19:13,negative,5,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,8/3/20 16:41,positive,75,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,1/10/21 15:36,positive,72,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,9/20/20 8:48,negative,15,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,cherish,7/20/20 14:06,positive,70,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,10/24/20 12:15,positive,72,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,6/6/21 1:27,positive,30,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,12/25/20 0:09,positive,60,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,6/14/21 7:56,positive,50,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,11/18/20 23:37,negative,5,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,5/9/21 2:42,positive,30,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,5/11/21 8:38,negative,10,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,11/12/20 8:00,neutral,35,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,6/21/20 16:57,positive,60,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,3/4/21 23:58,positive,75,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,7/9/20 16:47,positive,70,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,8/1/20 19:16,negative,5,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,11/23/20 22:46,negative,10,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,4/23/21 23:41,negative,10,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,11/13/20 0:33,positive,70,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,6/9/21 10:13,positive,30,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,10/29/20 19:41,positive,65,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,5/14/21 12:47,positive,60,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,8/4/20 5:40,negative,0,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,8/7/20 4:09,positive,72,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,10/23/20 21:19,positive,72,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,11/14/20 23:53,positive,72,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,11/12/20 4:54,positive,30,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,4/3/21 12:17,negative,12,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,9/27/20 22:15,positive,70,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,10/27/20 5:45,positive,60,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,10/15/20 9:11,negative,15,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,5/7/21 9:16,positive,60,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,9/16/20 8:39,negative,5,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,10/29/20 15:38,neutral,20,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01ab84dd-6364-4236-abbb-3f237db77180,video,food,scared,5/24/21 18:03,negative,15,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,2/12/21 16:37,positive,70,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,4/28/21 15:22,positive,60,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,1/24/21 0:38,positive,45,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,3/18/21 1:53,negative,12,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,1/14/21 7:21,negative,0,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,12/23/20 4:11,positive,60,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,5/21/21 7:23,negative,5,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,3/28/21 23:25,positive,50,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,peeking,9/16/20 7:33,neutral,35,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,3/6/21 5:23,positive,60,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,1/13/21 23:35,negative,0,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,9/6/20 22:35,positive,70,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,6/24/20 9:31,positive,30,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2/7/21 21:39,negative,5,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,1/21/21 18:28,positive,45,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,2/27/21 0:21,negative,10,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,8/22/20 12:06,negative,12,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,8/3/20 6:29,positive,70,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,6/4/21 4:57,positive,70,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,super love,10/21/20 9:07,positive,75,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,12/26/20 19:46,negative,10,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,3/2/21 22:47,negative,15,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,3/31/21 9:48,neutral,20,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,6/14/21 13:44,positive,30,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,12/27/20 17:04,negative,15,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2/11/21 3:51,negative,15,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,12/7/20 19:07,positive,30,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,10/26/20 5:27,positive,30,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,9/26/20 18:43,negative,12,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,11/25/20 13:01,negative,15,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,7/11/20 5:51,positive,60,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,3/19/21 16:23,positive,60,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,10/11/20 18:31,positive,30,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,11/2/20 20:15,positive,60,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,10/1/20 3:35,positive,70,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2/11/21 20:10,negative,0,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,10/17/20 11:46,negative,5,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,8/9/20 19:41,positive,50,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,love,2/1/21 2:40,positive,65,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,adore,1/30/21 9:36,positive,72,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,3/31/21 15:24,positive,70,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,2/5/21 17:00,positive,75,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,2/19/21 16:29,positive,60,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,7/25/20 0:00,negative,12,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,7/13/20 2:38,positive,72,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,indifferent,1/13/21 13:11,neutral,20,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,worried,1/2/21 16:46,negative,12,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,intrigued,11/26/20 2:25,positive,45,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,want,8/25/20 19:18,positive,70,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,hate,2/1/21 0:15,negative,5,Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,6/4/21 14:36,positive,65,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,8/19/20 13:38,positive,72,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,cherish,4/22/21 2:08,positive,70,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,like,8/15/20 18:16,positive,50,Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,11/26/20 13:42,positive,65,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,4/14/21 0:56,positive,70,Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,7/21/20 21:27,neutral,20,Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,3/29/21 6:57,negative,10,Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,5/20/21 16:11,positive,70,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,11/2/20 6:09,positive,50,Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,10/24/20 15:37,neutral,20,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,9/7/20 14:42,positive,60,Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
